,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId,score
45922,45922,45922,45922,False,,0,Documentary,http://metanoia-films.org/psywar.php,59406,tt1900958,English,PsyWar: The real battlefield is your mind,"This film explores the evolution of propaganda and public relations in the United States, with an emphasis on the elitist theory of democracy and the relationship between war, propaganda and class. Includes original interviews with a number of dissident scholars including Noam Chomsky, Howard Zinn, Michael Parenti, Peter Phillips (Project Censored), John Stauber (PR Watch), Christopher Simpson (The Science of Coercion) and others. A deep, richly illustrated study of the nature and history of propaganda, featuring some of the world’s most insightful critics, Psywar exposes the propaganda system, providing crucial background and insight into the control of information and thought.",0.147094,http://img.omdbapi.com/?i=tt1900958&h=600&apikey=f3f2af9c,,United_States_of_America,2010-10-08,0.0,99.0,English,Released,A Lucid and insightful study of the manipulation of public consciousness...Take heed.,PsyWar: The real battlefield is your mind,False,6.6,4.0,2010,"-Noam Chomsky,-Howard Zinn,-Michael Parenti,-Peter Phillips,-John Stauber,-Christopher Simpson",Scott Noble,"manipulation of the media,freedom of the press,mind control",,,,16.1713780662529
38240,38240,38240,38240,False,,0,Western,,141010,tt0066868,Spanish,Los buitres cavarán tu fosa,"Wells Fargo hires bounty hunters to protect its gold transports from the notorious outlaw Glenn Kovacs. Jeff Sullivan, one of the hired gunmen, buys the freedom of Dan Barker, a prisoner who may lead him to Kovacs. When Barker escapes from Sullivan, the other bounty hunters pursue him also, leading to the ultimate showdown between all parties.",6.2e-05,http://img.omdbapi.com/?i=tt0066868&h=600&apikey=f3f2af9c,"Midega_Film,Devon_Film","Spain,Italy",1971-08-11,0.0,82.0,Italiano,Released,,And the Crows Will Dig Your Grave,False,0.0,0.0,1971,"Jess Sullivan-Craig Hill,Pancho Corrales-Fernando Sancho,Susan-Maria Pia Conte,Glen Kovacs-Frank Braña,Myrna-Dominique Boschero,Donovan-Ivano Staccioli,Sheriff-Raf Baldassarre,Corrales' Henchman-Gaspar 'Indio' González,Dan Barker-Ángel Aranda",Juan Bosch,"revenge,wells fargo",141010.0,2711748.0,185326.0,16.1713780662529
12738,12738,12738,12738,False,,0,Drama,,45791,tt0829098,English,And When Did You Last See Your Father?,The story of a son's conflicting memories of his dying father.,1.040302,http://img.omdbapi.com/?i=tt0829098&h=600&apikey=f3f2af9c,"Intandem_Films,Film4,Number_9_Films,Tiger_Aspect_Pictures,Father_Features,Audley_Films,Comptom_Investments","Ireland,United_Kingdom",2007-10-05,92.0,92.0,English,Released,Between every father and his son there is a story to be told.,When Did You Last See Your Father?,False,6.8,14.0,2007,"Arthur  Morrison-Jim Broadbent,Blake  Morrison-Colin Firth,Kim  Morrison-Juliet Stevenson,Kathy  Morrison-Gina McKee,Beaty-Sarah Lancashire,Sandra-Elaine Cassidy,Gillian-Claire Skinner,Blake  Morrison (Teen)-Matthew Beard,Blake  Morrison (Child)-Bradley Johnson,Rachel-Carey Mulligan,Steve-Justin McDonald,Josie-Naomi Allisstone,Peter-Elliot Avery,Dr. Taggart-Tom Butcher,Gillian (Teen)-Tara Berwin,Gillian (Child)-Alannah Barlow,Josie (Teen)-Tilly Curtis,Josie (Child)-Olivia Lindsay,Sophie Morrison-Rhiannon Howden",Anand Tucker,"father son relationship,memory,hospital,confrontation,family,illness,old girlfriend",,,,16.1713780662529
37811,37811,37811,37811,False,,0,Family,,27598,tt0079087,Swedish,"Du är inte klok, Madicken","A first movie based on Astrid Lindgren's novel ""Madicken och Junibackens pims"", which is about two sisters and their adventures in 1910s Sweden.",1.488704,http://img.omdbapi.com/?i=tt0079087&h=600&apikey=f3f2af9c,"Artfilm,Svensk_Filmindustri_(SF)",Sweden,1979-12-14,0.0,98.0,svenska,Released,,"You're Out of Your Mind, Madicken",False,6.3,5.0,1979,"Margareta 'Madicken' Engström-Jonna Liljendahl,Elisabeth 'Lisabet' Engström-Liv Alsterlund,Kajsa Engström-Monica Nordquist,Jonas Engström-Björn Granath,Alva-Lis Nilheim,Fru Nilsson-Birgitta Andersson,Herr Nilsson-Allan Edwall,Abbe Nilsson-Sebastian Håkansson,Borgmästaren-Fredrik Ohlsson,Borgmästarens Fru-Yvonne Lombard,""Sotarn""-Ted Åström,Lärarinnan-Fillie Lyckow,Rektorn-Jan Nygren,Mia-Kerstin Hansson,Mattis-Cecilia Orlando-Willberg,Doktor Berglund-Björn Gustafson,Linus-Ida-Sif Ruud",Göran Graffman,"family history,teenage crush,family",27598.0,311913.0,45379.0,16.1713780662529
41301,41301,41301,41301,False,,0,Comedy,,142966,tt2047709,English,"Dave Attell: Hey, Your Mouth's Not Pregnant!","Standup special recorded at The Funny Bone in Newport, Kentucky.",0.506726,http://img.omdbapi.com/?i=tt2047709&h=600&apikey=f3f2af9c,,,2006-04-20,0.0,48.0,English,Released,,"Dave Attell: Hey, Your Mouth's Not Pregnant!",False,7.0,1.0,2006,Himself-Dave Attell,Nick McKinney,stand-up comedy,,,,16.1713780662529
21491,21491,21491,21491,False,,0,"Family,Science_Fiction",,77664,tt0101343,English,And You Thought Your Parents Were Weird,"Two boys follow in their late fathers foot steps by inventing weird and wonderful gadgets. Trouble lies ahead when after a halloween party the spirit of their father ends up in the latest invention, a robot.",0.000578,http://img.omdbapi.com/?i=tt0101343&h=600&apikey=f3f2af9c,Panorama,United_States_of_America,1991-11-15,402539.0,92.0,English,Released,,And You Thought Your Parents Were Weird!,False,6.0,3.0,1991,"Sarah Carson-Marcia Strassman,Josh Carson-Joshua John Miller,Max Carson-Edan Gross,Walter Kotzwinkle-John Quade,Steve Franklin-Sam Behrens,Matthew Carson / Newman (voice)-Alan Thicke,Alice Woods-Susan Gibney,Jeager-Gustav Vintas,Beth Allen-A. J. Langer",Tony Cookson,"boy,teenager,robot,family",,,,16.1713780662529
14364,14364,14364,14364,False,Love_Hina_Collection,0,"Comedy,Romance,Animation,Music",,44685,tt0416938,Japanese,ラブひな 春スペシャル ～キミサクラチルナカレ!!～,"The tests have come, and Keitaro can only hope to succeed. However, in the final stretch, he fails miserably and daydreams through the test. Assuming that he has failed, he runs away, so the rest of the cast hunts him down on a remote desert island to bring him back.",1.785708,http://img.omdbapi.com/?i=tt0416938&h=600&apikey=f3f2af9c,"TV_Tokyo,Xebec",Japan,2001-03-31,0.0,48.0,日本語,Released,Spring break... Love Hina Style!!,Love Hina Spring Special - I Wish Your Dream,True,4.7,3.0,2001,"Naru Narusegawa-Yui Horie,Keitaro Urashima-Yūji Ueda,Mitsune Konno-Junko Noda,Shinobu Maehara-Masayo Kurata,Haruka Urashima-Megumi Hayashibara,Kaolla Su-Reiko Takagi,Sarah MacDougal-Yumiko Kobayashi,Motoko Aoyama-Yuu Asakawa,Nyamo-Nana Mizuki,Mei Narusegawa-Yuri Shiratori,Himself-Ken Akamatsu,Masayuki Haitani-Hiroyuki Yoshino",Yoshiaki Iwasaki,romantic comedy,44685.0,427783.0,21843.0,16.1713780662529
41614,41614,41614,41614,False,,0,"Animation,Comedy",,105325,tt1114718,English,How to Hook Up Your Home Theater,"Goofy tries to set up his new home theater in time for the big game, with disastrous results.",2.325702,http://img.omdbapi.com/?i=tt1114718&h=600&apikey=f3f2af9c,"Walt_Disney_Pictures,Walt_Disney_Animation_Studios",United_States_of_America,2007-12-21,0.0,6.0,English,Released,,How to Hook Up Your Home Theater,False,7.8,17.0,2007,"Goofy (voice)-Bill Farmer,Narrator (voice)-Corey Burton",Kevin Deters,"home,technology,shopping,disney short,mall,installation,watching tv,goofy,delivery",105325.0,2274570.0,172828.0,16.1713780662529
2366,2366,2366,2366,False,,20000000,"Drama,Thriller,Mystery",,192,tt0091605,English,The Name of the Rose,"14th-century Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. To solve the crimes, William must rise up against the Church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence – which is considerable.",11.469751,http://img.omdbapi.com/?i=tt0091605&h=600&apikey=f3f2af9c,"Zweites_Deutsches_Fernsehen_(ZDF),Les_Films_Ariane,RAI_Radiotelevisione_Italiana,Cristaldifilm","France,Italy,Germany",1986-09-24,77200000.0,130.0,"English,Latin",Released,"Who, in the name of God, is getting away with murder?",The Name of the Rose,False,7.2,739.0,1986,"William of Baskerville-Sean Connery,Adso of Melk-Christian Slater,Remigio de Varagine-Helmut Qualtinger,Severinus-Elya Baskin,The Abbot-Michael Lonsdale,Malachia-Volker Prechtel,Jorge de Burgos-Feodor Chaliapin Jr.,Ubertino da Casale-William Hickey,Berengar-Michael Habeck,Venantius-Urs Althaus,The Girl-Valentina Vargas,Salvatore-Ron Perlman,Michele da Cesena-Leopoldo Trieste,Adelmo-Lars Bodin-Jorgensen,Papal Envoy-Giordano Falzoni,Jerome of Kaffa-Franco Valobra,Hugh of Newcastle-Vernon Dobtcheff,Pietro d'Assisi-Donald O'Brien,Cuthbert of Winchester-Andrew Birkin,Bernardo Gui-F. Murray Abraham,Cardinal Bertrand-Lucien Bodard,Jean d'Anneaux-Peter Berling,Vescovo di Alborea-Pete Lancaster,Monaco-Franco Adducci,Monaco-Niko Brücher,Monaco-Aristide Caporale,Monaco-Fabio Carfora,Monaco-Francesco Scali,Monaco-Peter Clös,Monaco-Mario Diano,Monaco-Franco Pistoni,Monk-Maria Tedeschi,Monaco-Valerio Isidori,Monaco-Luigi Leoni,Monaco-Armando Marra,monaco-Ludger Pistor,inviato papale-Franco Diogene",Jean-Jacques Annaud,"christianity,library,inquisition,monk,poison,secret passage,labyrinth,rich,middle ages,persecution,medieval,franciscan,burned at the stake,poor,murder mystery,theological debate",192.0,114435.0,56088.0,16.1713780662529
19150,19150,19150,19150,False,,950000,"Drama,Comedy",,60592,tt1699491,Swedish,Hur många lingon finns det i världen?,"Alex's high opinion of himself isn't backed up by reality as he is unemployed and having trouble with his girlfriend. When he finally gets a job with the local council/municipality of Hudiksvall his life is about to change. Suddenly Alex finds himself the leader of a local theatre group of people with learning difficulties. Through their work together, Alex comes to appreciate that we all have our own talents which can grow if given the opportunity and support. ""The Importance of Tying Your Own Shoes"" is based on the work of the Glada Hudik Theatre whose performances have met with success in Sweden and internationally since it was formed in 1996.",0.510589,http://img.omdbapi.com/?i=tt1699491&h=600&apikey=f3f2af9c,,Sweden,2011-03-18,0.0,96.0,svenska,Released,,The Importance of Tying Your Own Shoes,False,5.9,13.0,2011,"Alex-Sverrir Gudnason,Hanna-Vanna Rosenberg,Kjell-Åke-Mats Melin,Filippa-Theresia Widarsson,Ebbe-Bosse Östlin,Katarina-Ellinore Holmer,Peter-Claes Malmberg,Lisa-Cecilia Forss,Anna-Lena-Marie Robertson",Lena Koppel,woman director,,,,16.1713780662529
23903,23903,23903,23903,False,,0,"Mystery,Thriller",,208284,tt2733258,French,L'étrange couleur des larmes de ton corps,"A woman vanishes. Her husband inquires into the strange circumstances of her disappearance. Did she leave him? Is she dead? As he goes along searching, he plunges into a world of nightmare and violence...",1.998366,http://img.omdbapi.com/?i=tt2733258&h=600&apikey=f3f2af9c,,"Luxembourg,Belgium,France",2013-08-12,7182.0,102.0,"Dansk,Français",Released,,The Strange Color of Your Body's Tears,False,6.0,41.0,2013,"Dan Kristensen-Klaus Tange,The Inspector-Jean-Michel Vovk,-Sylvia Camarda,-Sam Louwyck,Barbara-Anna D'Annunzio",Hélène Cattet,"detective,nudity,wife,investigation,suspense,disappearance,giallo,husband,woman director",,,,16.1713780662529
28164,28164,28164,28164,False,,0,Western,,83122,tt0063568,Italian,Se incontri Sartana prega per la tua morte,"After a stagecoach is robbed and the passengers murdered, a long and tangled series of surprise attacks a murderous double-crosses leaves the coach's strongbox in the hands of the killer Lasky. It is up to the legendary hero Sartana to track down the missing money and determine just who is ultimately behind the grisly robberies and killings.",0.76346,http://img.omdbapi.com/?i=tt0063568&h=600&apikey=f3f2af9c,"Paris_Etolie_Films,Parnass_Film","Italy,France,Germany",1968-08-14,0.0,95.0,Italiano,Released,,If You Meet Sartana Pray for Your Death,False,4.9,5.0,1968,"Sartana-Gianni Garko,Morgan-Klaus Kinski,Jose Manuel Mendoza-Fernando Sancho,Lasky-William Berger,Jeff Stewal-Sydney Chaplin,Alman-Gianni Rizzo,Dusty-Franco Pesce,Evelyn-Heidi Fischer,Jane-Maria Pia Conte,Meg / Maggie-Sabine Sun,Gambler-Gianfranco Parolini,Perdido-Andrea Scotti",Gianfranco Parolini,"surprise,stagecoach,spaghetti western",,,,15.055696960204953
8785,8785,8785,8785,False,,0,"Drama,Comedy,Romance",,43430,tt0073179,Russian,"Ирония судьбы, или С легким паром!","A group of old friends have a tradition of going to a public bathing house on New Years eve. Occasionally too much vodka and beer makes two of them unconscious. The problem is that one of them (Sasha) has to go to Leningrad but another one (Zhenya) goes. Zhenya wakes up at Leningrad airport. Believing that he is still in Moscow he takes a taxi and goes home. The street name, building and even apartment number, the way an apartment complex looks the same and the key coincide completely - just typical Soviet-type 'economy' architecture. Imagine the surprise of Nadya when she enters her apartment and finds a man without trousers in her bed. What's more - Nadya's fiancé also finds him there...",2.694572,http://img.omdbapi.com/?i=tt0073179&h=600&apikey=f3f2af9c,Mosfilm,Russia,1975-12-31,0.0,184.0,Pусский,Released,,"The Irony of Fate, or Enjoy Your Bath!",False,7.2,36.0,1975,"Zhenya-Andrey Myagkov,Nadya-Barbara Brylska,Ипполит-Yuriy Yakovlev,-Aleksandr Shirvindt,-Georgi Burkov,-Aleksandr Belyavskiy,-Liya Akhedzhakova,-Valentina Talyzina,-Lyubov Dobrzhanskaya,-Lyubov Sokolova,-Olga Naumenko,-Gotlib Roninson,-Eldar Ryazanov",Eldar Ryazanov,based on novel,,,,15.055696960204953
28644,28644,28644,28644,False,,0,"Drama,Music",,104549,tt0228853,Japanese,Sho o suteyo machi e deyou,"Conditions have been better for the nameless protagonist: his grandmother is a shoplifter and his war criminal father and sister have an unhealthy, intimate relationship with the family rabbit.",0.881483,http://img.omdbapi.com/?i=tt0228853&h=600&apikey=f3f2af9c,"Art_Theatre_Guild,Jinriki_Hikoki_Sha",Japan,1971-04-24,0.0,138.0,日本語,Released,,"Throw Away Your Books, Rally in the Streets",False,8.0,6.0,1971,"Sister-Yukiko Kobayashi,Grandmother-Fudeko Tanaka,Soccer Team Captain-Sei Hiraizumi,Midori-Keiko Niitaka,Maya at the Hell-Akihiro Miwa,Longhaired Poet-J.A. Seazer",Shūji Terayama,,,,,15.055696960204953
30468,30468,30468,30468,False,,0,"Romance,Comedy",,173541,tt0063102,English,How to Save a Marriage and Ruin Your Life,Director Fielder Cook's 1968 sex comedy has wealthy playboy Dean Martin wrongly believing good girl Stella Stevens is his best friend's mistress.,0.518286,http://img.omdbapi.com/?i=tt0063102&h=600&apikey=f3f2af9c,Nob_Hill_Productions_Inc.,United_States_of_America,1968-01-17,0.0,102.0,English,Released,The wife you save... may be your own!,How to Save a Marriage and Ruin Your Life,False,7.0,2.0,1968,"David Sloane-Dean Martin,Carol Corman-Stella Stevens,Harry Hunter-Eli Wallach,Muriel Laszlo-Anne Jackson,Thelma-Betty Field,Slotkin-Jack Albertson,Roger-George Furth,Mary Hunter-Katharine Bard,Eddie Rankin-Woodrow Parfrey,Everett Bauer-Alan Oppenheimer,Marcia Borie-Shelley Morrison",Fielder Cook,"infidelity,cheating,divorce,marriage problems",173541.0,97584.0,83524.0,15.055696960204953
29513,29513,29513,29513,False,,0,"Drama,Thriller",http://tombstonedistribution.com/film/The-Elevator,312316,tt2195552,English,The Elevator: Three Minutes Can Change Your Life,"A disturbing psychological thriller, that engages the audience to the point that it is always caught off guard, thus changing the point of view of the two main performers.",0.938642,http://img.omdbapi.com/?i=tt2195552&h=600&apikey=f3f2af9c,Lupin_Film,Italy,2013-01-30,0.0,93.0,English,Released,Three Minutes Can Change Your Life,The Elevator: Three Minutes Can Change Your Life,False,4.8,6.0,2013,"Jack-James Parks,Katherine-Caroline Goodall,George-Burt Young,Emily-Katie McGovern,Jane-Sara Lazzaro",Massimo Coglitore,,,,,15.055696960204953
38975,38975,38975,38975,False,I_Spit_on_Your_Grave_Collection,0,"Horror,Thriller",,357096,tt4530884,English,I Spit on Your Grave III: Vengeance is Mine,"Jennifer Hills is still tormented by the brutal sexual assault she endured years ago. She’s changed identities and cities, reluctantly joining a support group where she begins to piece together a new life. But when her new friend’s murderer goes free and the tales of serial rapists haunt her, Jennifer will hunt down the men responsible and do what the system won’t – make them pay for their crimes in the most horrific ways imaginable. Only this time, no jury may be able to save her.",21.505988,http://img.omdbapi.com/?i=tt4530884&h=600&apikey=f3f2af9c,Cinetel_Films,United_States_of_America,2015-10-09,0.0,91.0,English,Released,,I Spit on Your Grave III: Vengeance is Mine,False,5.1,200.0,2015,"Jennifer Hills / Angela-Sarah Butler,Marla-Jennifer Landon,Oscar-Doug McKeon,Detective McDylan-Gabriel Hogan,Therapist-Harley Jane Kozak,Detective Boyd-Michelle Hurd,Matthew-Russell Pitts,Chief-Walter Perez,Lynne-Karen Strassman,Ron Merrick-Christopher Hoffman,Cassie-Megan Raich,Nicholas Woods-Andrew Dits,Cole Watson-Adam Dunnells,Victim-Lony'e Perrine,Mallory-Alissa Juvan,Drunk Man-Bobby Reed,Homeless Man-Heath McGough,Hardware Store Employee-Corey Craig",R.D. Braunstein,"male nudity,rape,detective,nudity,group therapy,investigation,police,sequel,revenge,murder,gore,torture,violence,attempted rape",,,,15.055696960204953
28638,28638,28638,28638,False,,0,"Crime,Drama",,195382,tt0041506,Italian,In nome della legge,"A young, by-the-book judge is appointed to a Sicilian village controlled by corrupt leaders and the mafia.",1.249206,http://img.omdbapi.com/?i=tt0041506&h=600&apikey=f3f2af9c,Lux_Film,Italy,1949-03-13,0.0,101.0,Italiano,Released,,In the Name of the Law,False,7.0,2.0,1949,"Il pretore Guido Schiavi-Massimo Girotti,La baronessa Teresa Lo Vasto-Jone Salinas,Il barone Lo Vasto-Camillo Mastrocinque,Massaro Turi Passalacqua-Charles Vanel,Il maresciallo Grifò-Saro Urzì,Don Fifì-Turi Pandolfini,L'avvocato Faraglia-Umberto Spadaro,Il cancelliere-Saro Arcidiacono,Francesco Messana-Ignazio Balsamo,Lorenzina La Scaniota-Nanda De Santis,Bastianedda-Nadia Niver,-Aldo Sguazzini,Il sindaco Leopoldo Pappalardo-Alfio Macrì,Don Peppino-Carmelo Olivero,Paolino-Bernardo Indelicato,Il procuratore di Palermo-Guido Medici,Vanni Vetriolo-Franco Navarra,Gallinella-Pietro Sabella,-Natale Cirino",Pietro Germi,italy,,,,15.055696960204951
470,470,470,470,False,,13000000,Drama,,7984,tt0107207,English,In the Name of the Father,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",7.405895,http://img.omdbapi.com/?i=tt0107207&h=600&apikey=f3f2af9c,,"United_Kingdom,Ireland",1993-12-12,65796862.0,133.0,English,Released,Falsely accused. Wrongly imprisoned. He fought for justice to clear his father's name.,In the Name of the Father,False,7.6,363.0,1993,"Gerry Conlon-Daniel Day-Lewis,Giuseppe Conlon-Pete Postlethwaite,Gareth Peirce-Emma Thompson,Paul Hill-John Lynch,Robert Dixon-Corin Redgrave,Carole Richardson-Beatie Edney,Chief PO Barker-John Benfield,Benbay-Paterson Joseph,Sarah Conlon-Marie Jones,Detective Pavis-Gerard McSorley,Ronnie Smalls-Frank Harper,Paddy Armstrong-Mark Sheppard,Joe McAndrew-Don Baker,Detective-Martin Murphy,Girl in Pub-Alison Crosbie,Guildford Soldier-Philip King,IRA Man 1-Nye Heron,Danny-Anthony Brophy,Tommo-Frankie McCafferty,Soldier-Paul Warriner,Soldier-Julian Walsh,Soldier-Stuart Wolfenden,Bin Lady-Jo Connor,Female Rioter-Karen Carlisle,IRA Woman-Fiona Daly,Girl in Commune-Saffron Burrows,Deptford Jim-Jamie Harris,Annie Maguire-Britta Smith,Hooker's Driver-Stanley Townsend,Detective-Tim Perrin,Detective-Tony Denham,Detective-Rob Spendlove,Detective-Phil Davis,Detective-Richard Graham,Detective-Oliver Maguire,Policewoman-Rachael Dowling,Policewoman-Tina Kellegher,Paddy Maguire-Ronan Wilmot,Forensic Scientist-Alistair Findlay,Remand Prison Officer-Peter Howitt,Remand Prison Officer-Sean Lawlor,Remand Prison Officer-Brian de Salvo,Remand Prison Officer-Luke Hayden,Trial Judge-Aiden Grennell,Prosecutor-Daniel Massey,Defense Counsel-Bosco Hogan,Prison Officer-Dave Duffy,Cockney Prisoner-Mal Whyte,Cockney Prisoner-Marcus Lynch,Prisoner John O'Brien-Jer O'Leary,Prisoner-Paul O'Grady,Prisoner-Terry O'Neill,Home Office Official-Malcolm Tierney,Priest-Peter Sheridan,Archivist Jenkins-Alan Barry,Scottish Governor-Jonathan Ryan,Appeal Prosecutor-Tom Wilkinson,Appeal Judge-Denys Hawthorne",Jim Sheridan,"bomb,prison,father son relationship,based on novel,1970s,biography,faith,irish,trial,rebellion,torture,terrorism,courtroom",7984.0,91083.0,14510.0,15.055696960204951
29102,29102,29102,29102,False,,0,Drama,,187252,tt2460468,English,Au nom du fils,The new movie of Vincent Lannoo.,0.675695,http://img.omdbapi.com/?i=tt2460468&h=600&apikey=f3f2af9c,,"Belgium,France",2012-09-29,0.0,80.0,Français,Released,,In the Name of the Son,False,5.9,6.0,2012,"Elisabeth-Astrid Whettnall,Achille-Achille Ridolfi,Père Taon-Philippe Nahon,Jean-Charles-Zacharie Chasseriaud,La mère de Marc-Marie-Jeanne Maldague,Charlebois-Lionel Bourguet",Vincent Lannoo,,,,,15.055696960204951
4124,4124,4124,4124,False,,0,Documentary,,65075,tt0206187,English,Keep the River on Your Right: A Modern Cannibal Tale,"In 1955, Tobias Schneebaum disappeared into the depths of the Peruvian Amazon. He had no guide, no map, and only the vaguest of instructions: Keep the river on your right. A year later Schneebaum emerged from the jungle…naked, covered in body paint, and a modern-day cannibal.  Titled after Schneebaum’s 1969 cult classic memoir about his formative experiences living in the Amazon, Keep The River On Your Right is the extraordinary stranger-than-fiction story of Schneebaum’s return to the jungle, 45 years after his original visit, to reunite with the very tribesmen he loved and who gave him nightmares for nearly half a century. A deeply affecting and searing portrait, sibling filmmakers Laurie and David Shapiro capture a man in utter conflict, a fearless adventurer, and one of the most charming, enigmatic, and perplexing men ever captured on screen.",0.122334,http://img.omdbapi.com/?i=tt0206187&h=600&apikey=f3f2af9c,,United_States_of_America,2000-04-15,0.0,82.0,"English,Español",Released,,Keep the River on Your Right: A Modern Cannibal Tale,False,8.0,3.0,2000,"-Tobias Schneebaum,-Norman Mailer,-Michael Nelson Rockefeller",Laurie Gwen Shapiro,"cultural difference,woman director",,,,14.14305679255449
5052,5052,5052,5052,False,,0,Drama,,63510,tt0091295,English,"Jo Jo Dancer, Your Life Is Calling","In this film that closely parallels his own life story, Richard Pryor plays Jo Jo Dancer, a popular stand-up comedian who has severely burned himself in a drug incident. As he lies unconscious in a hospital, his spiritual alter ego gets up and begins a journey of his own. He revisits his life, from growing up in a brothel as a child and struggling to beat the long odds to become a top rated comedian. However, his success brings new problems as he develops a tragic pattern of substance abuse that begins to screw up his life. All the while, Jo Jo's spirit watches these events and attempts to convince his past self to turn off from his path of self destruction. Written by Kenneth Chisholm",0.109362,http://img.omdbapi.com/?i=tt0091295&h=600&apikey=f3f2af9c,Columbia_Pictures,United_States_of_America,1986-05-02,0.0,97.0,English,Released,A comic with one eye on his audience and another eye on the truth.,"Jo Jo Dancer, Your Life Is Calling",False,6.8,5.0,1986,"Jo Jo Dancer / Alter Ego-Richard Pryor,Michelle-Debbie Allen,Arturo-Art Evans,Grace-Fay Hauser,Dawn-Barbara Williams,Grandmother-Carmen McRae,Satin Doll-Paula Kelly,Mother-Diahnne Abbott,Father-Scoey Mitchell,Johnny Barnett-Billy Eckstine,Alicia-Tanya Boyd,Cliff-Wings Hauser,Little Jo Jo-E'Lon Cox,Detective Lawrence-Michael Ironside,Sal-J.J. Barry,Gino-Mike Genovese,Sonja-Marlene Warfield,Emma Ray-Virginia Capers,Freddy-Dennis Farina,Dr. Weissman-Frederick Coffin,Dr. Carlyle-Richard Grossman,Big Jake-Ken Foree",Richard Pryor,,,,,14.14305679255449
26935,26935,26935,26935,False,In_the_Name_of_the_King_Collection,3500000,"Action,Adventure,Drama,Fantasy",,252360,tt2379386,English,In the Name of the King III,"Hazen Kaine, an American contract killer living in Sofia, Bulgaria, gets more than he bargains for when he enters into a contract with the mob. One last job before he gets out and starts a new life for himself. The targets: the three children of royal billionaire Andon Dupont. Seems simple enough, or so he thought. Hazen apprehends the children, and before he can blink an eye, a simple necklace worn by one of the children sends his life spiraling back to medieval times. Now completely out of his element, Hazen fights for his life as he tries to escape a medieval army and a fierce fire-breathing dragon.",2.433784,http://img.omdbapi.com/?i=tt2379386&h=600&apikey=f3f2af9c,,"Bulgaria,Canada",2013-12-27,0.0,85.0,English,Released,,In the Name of the King III,False,3.3,19.0,2013,"Hazen Kaine-Dominic Purcell,Arabella-Ralitsa Paskaleva,Ulrich-Bashar Rahal,Tybalt-Nikolai Sotirov,Tervin / Ayavlo-Marian Valev",Uwe Boll,based on video game,,,,14.14305679255449
33699,33699,33699,33699,False,,0,"Mystery,Comedy",,65573,tt0067242,Italian,In nome del popolo italiano,"An obscure Italian magistrate suspects that a well-known industrialist commited murder, and decides to investigate him, and bring him to court, whatever it takes. But - will the magistrate have it in him to go against impossible odds, in the name of the Italian people he represents?",0.669622,http://img.omdbapi.com/?i=tt0067242&h=600&apikey=f3f2af9c,International_Apollo_Films,Italy,1971-12-15,0.0,103.0,Italiano,Released,,In the Name of the Italian People,False,7.3,10.0,1971,"Richter Mariano Bonifazi-Ugo Tognazzi,Lorenzo Santenocito-Vittorio Gassman,Silvana Lazzorini-Ely Galleani,Lavinia Santenocitos-Yvonne Furneaux,-Maria Teresa Albani,Buchhalter Cerioni-Renato Baldini,-Michele Cimarosa,Professor Rivaroli-Pietro Tordi,Giugi Santenocito-Simonetta Stefanelli",Dino Risi,legal drama,,,,14.14305679255449
